"corpus","match_position","left context","match","right_context","thread_postcount","text_nk","thread_title","text_swefn","text_ovix","text_date","text_username","forum_title","forum_url","text_blingbring","thread_lastpost","thread_url","text_lix","text_url"
"Familjeliv: Medlemstrådar – Almänna","156241421","Att börja jobba känns både kul och","ångestfyllt",".","191","0.45","Efter upprepade missfall","|Emotions_of_mental_activity:249.427|Evading:64.377|Eventive_cognizer_affecting:42.462|","59.17","2009-12-13 20:26:08","fruZ","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|själviskhet:31.787|tudelning:16.058|mätthet:12.943|","2009-12-17 22:44:13","http://www.familjeliv.se/forum/thread/47309403-efter-upprepade-missfall","22.00","http://www.familjeliv.se/forum/thread/47309403-efter-upprepade-missfall/18#anchor-m176"
"Familjeliv: Medlemstrådar – Almänna","159413529","Jappur : Oj hoppsan vad tiden går fort och jag hoppas den går ännu fortare så du får passera dessa","ångestfyllda","12 veckor .","901","0.66","Tråd för dig som inte längre tänker/orkar oroa dig DEL 5","|Reliance:509.62|Render_nonfunctional:152.821|Becoming_a_member:138.856|","94.06","2007-09-10 21:32:49","Linsen","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|omogenhet:64.576|oförnuft:63.335|indifferens:60.659|","2007-09-18 10:30:45","http://www.familjeliv.se/forum/thread/21991987-trad-for-dig-som-inte-langre-tankerorkar-oroa-dig-del-5","39.47","http://www.familjeliv.se/forum/thread/21991987-trad-for-dig-som-inte-langre-tankerorkar-oroa-dig-del-5/84#anchor-m836"
"Familjeliv: Medlemstrådar – Almänna","164890901","Mmm små mål , jag måste bara bli påmind om det rätt så ofta för annars målar jag direkt upp att jag ska vara klar med avhandlingen på från början utsatt tid och det inser jag själv att det inte är rimligt , duktigt va gums : nu ska jag iväg till en gammal gymnasiekompis och äta middag , ska bli kul faktikst för idag har jag varit rätt så","ångestfylld",".","1997","0.34","Vi 7 snyggaste och härligaste tjejer på FL","|Fairness_evaluation:85.544|Coming_to_believe:41.024|Usefulness:33.163|","73.02","2008-04-02 17:45:48","kramis80","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|fasta:45.298|billighet:33.64|hälsa:25.652|","2008-04-11 13:43:27","http://www.familjeliv.se/forum/thread/28799598-vi-7-snyggaste-och-harligaste-tjejer-pa-fl","36.39","http://www.familjeliv.se/forum/thread/28799598-vi-7-snyggaste-och-harligaste-tjejer-pa-fl/186#anchor-m1852"
"Familjeliv: Medlemstrådar – Almänna","165679160","Lite låg och","ångestfylld","efter att ha fått höra att As kompis fru fått återfall av sin cancer .","5218","1.30","visparnas tråd # 14","|Sex:170.068|Medical_treatment:74.511|Inner_parts_of_body:32.253|","106.07","2010-09-12 23:07:06","Ma Lu","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|tilltäppningsmedel:64.996|återfall:61.197|luftrör:42.974|","2012-08-27 23:01:26","http://www.familjeliv.se/forum/thread/50023245-visparnas-trad-14","25.50","http://www.familjeliv.se/forum/thread/50023245-visparnas-trad-14/316#anchor-m3153"
"Familjeliv: Medlemstrådar – Almänna","165929888","Ska bli superkul men också lite","ångestfyllt","då jag aldrig varit i från F över natten .","5218","0.52","visparnas tråd # 14","|Shopping:341.281|Cause_change_of_consistency:164.243|Fall_asleep:135.635|","65.65","2010-10-24 23:43:28","Joyce","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|blindhet:75.399|okänslighet:24.215|huvuddel:17.022|","2012-08-27 23:01:26","http://www.familjeliv.se/forum/thread/50023245-visparnas-trad-14","26.78","http://www.familjeliv.se/forum/thread/50023245-visparnas-trad-14/353#anchor-m3524"
"Familjeliv: Medlemstrådar – Almänna","168079442","Du , efter att den förra tråden "" försvann "" började min inbox blippra like crazy , en massa","ångestfyllda","panikmeddelanden ramlade in i stil med VAR E TRÅDEN ? !","1127","1.25","Afrika i blodet/hjärtat del 6","|Manner:326.716|Mention:262.905|Connectors:256.244|","197.48","2009-08-29 06:24:19","jajane","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|smalhet:55.03|ljudupprepning:42.571|korsning:40.026|","2010-04-11 21:36:45","http://www.familjeliv.se/forum/thread/46751738-afrika-i-blodethjartat-del-6","40.10","http://www.familjeliv.se/forum/thread/46751738-afrika-i-blodethjartat-del-6/4#anchor-m33"
"Familjeliv: Medlemstrådar – Almänna","170226609","Vår A var mest fascinerad över att man skulle ta mjölk "" ur en sån där maskin "" ist för ur ett paket Och visst är det häftigt att han blivit så stor , men samtidigt lite","ångestfyllt","... Jag menar , HUR gammal är inte jag när min lilla bebis fyller 6 i höst ? ?","252","0.70","Tråd för dig som inte längre tänker/orkar oroa dig DEL 9","|Languages:120.063|Gizmo:92.957|Sounds:36.297|","79.65","2008-08-12 15:16:06","Ebbelina","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|förevändning:29.746|retlighet:27.135|simmighet:25.024|","2008-09-15 15:14:00","http://www.familjeliv.se/forum/thread/33666560-trad-for-dig-som-inte-langre-tankerorkar-oroa-dig-del-9","33.73","http://www.familjeliv.se/forum/thread/33666560-trad-for-dig-som-inte-langre-tankerorkar-oroa-dig-del-9/11#anchor-m107"
"Familjeliv: Medlemstrådar – Almänna","170707591","Jo men det blir så mycket pengar i slutändan-det är lite","ångestfyllt","...","10598","0.80","Kärringmaffian +35 del 8","|Money:53.055|Becoming:24.508|Degree:21.159|","inf","2008-04-06 15:24:32","Heisan","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|penningväsen:19.192|förvaring:18.59|orubblighet:17.42|","2008-06-07 23:49:11","http://www.familjeliv.se/forum/thread/30440372-karringmaffian-35-del-8","28.67","http://www.familjeliv.se/forum/thread/30440372-karringmaffian-35-del-8/545#anchor-m5448"
"Familjeliv: Medlemstrådar – Almänna","170775489","Det kan ju vara väldigt","ångestfyllt",".","10598","0.56","Kärringmaffian +35 del 8","|Predicament:1664.916|Assistance:61.557|Likelihood:27.377|","147.60","2008-04-08 21:22:29","Mrs TL","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|uppfriskning:38.516|botemedel:31.876|lättnad:29.321|","2008-06-07 23:49:11","http://www.familjeliv.se/forum/thread/30440372-karringmaffian-35-del-8","22.67","http://www.familjeliv.se/forum/thread/30440372-karringmaffian-35-del-8/575#anchor-m5749"
"Familjeliv: Medlemstrådar – Almänna","171748958","Jag slutade i Söndag med mina Stressgard ( får inte äta 2 veckor före operationen ) , känner mig orolig ,","ångestfylld","och irriterad .","1285","0.46","Fortsättningstråd för oss med mycket extraslag del 12","|Administration_of_medication_specification:200.379|Medical_treatment:109.105|Ingestion:60.49|","98.09","2010-10-12 20:24:26","LiBä007","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|brev:24.175|kyrkobruk:24.076|känsel:23.791|","2022-11-03 13:20:06","http://www.familjeliv.se/forum/thread/50211753-fortsattningstrad-for-oss-med-mycket-extraslag-del-12","28.81","http://www.familjeliv.se/forum/thread/50211753-fortsattningstrad-for-oss-med-mycket-extraslag-del-12/59#anchor-m582"
"Familjeliv: Medlemstrådar – Almänna","171847550","Extraslagen dök upp i samband med att mitt äktenskap började bli riktigt dåligt , och har förföljt mig genom ett","ångestfyllt","år .","1285","0.65","Fortsättningstråd för oss med mycket extraslag del 12","|Active_substance_medical:283.143|Connectors:47.937|Forming_relationships:41.228|","92.72","2014-02-25 20:13:47","terese02","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|kompromiss:34.747|oförnuft:34.037|upprullning:32.726|","2022-11-03 13:20:06","http://www.familjeliv.se/forum/thread/50211753-fortsattningstrad-for-oss-med-mycket-extraslag-del-12","31.63","http://www.familjeliv.se/forum/thread/50211753-fortsattningstrad-for-oss-med-mycket-extraslag-del-12/120#anchor-m1195"
"Familjeliv: Medlemstrådar – Almänna","171862639","Hjärtat mitt höll sig lungt under tiden men nu känner jag mig","ångestfylld",", ledsen och liksom full av ånger ... Vet inte varför , känner mig hjälplös då jag har ont o knappt kan röra mig .","1285","0.23","Fortsättningstråd för oss med mycket extraslag del 12","|Medical_treatment:87.284|Expected_location_of_person:41.33|Inner_parts_of_body:37.782|","89.12","2010-10-24 14:35:34","LiBä007","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|botfärdighet:56.245|grämelse:52.981|motsättning:44.619|","2022-11-03 13:20:06","http://www.familjeliv.se/forum/thread/50211753-fortsattningstrad-for-oss-med-mycket-extraslag-del-12","17.97","http://www.familjeliv.se/forum/thread/50211753-fortsattningstrad-for-oss-med-mycket-extraslag-del-12/60#anchor-m595"
"Familjeliv: Medlemstrådar – Almänna","172646665","Kunde inte sova inatt ...","ångestfyllt","värre ...","2018","0.67","79:or som arbetar på första barnet. Del 6","|Fall_asleep:211.186|Sleep:169.721|Location_in_time:68.208|","74.06","2009-10-20 08:50:50","skruttibangbang79","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|blindhet:140.878|avund:53.072|grundlöshet:51.966|","2010-01-10 11:47:12","http://www.familjeliv.se/forum/thread/47953689-79or-som-arbetar-pa-forsta-barnet-del-6","27.36","http://www.familjeliv.se/forum/thread/47953689-79or-som-arbetar-pa-forsta-barnet-del-6/28#anchor-m277"
"Familjeliv: Medlemstrådar – Almänna","175325216","Spyr själsligt av","ångestfyllt","rädsla och hysterisk längtan","10530","1.75","Hannas adoptivfamilj","|Correctness:172.629|Remainder:165.467|Health_status:33.103|","inf","2007-12-19 15:51:40","Mian1","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|oförnuft:250.174|tanklöshet:213.534|obehörighet:107.924|","2008-03-11 00:00:34","http://www.familjeliv.se/forum/thread/27742952-hannas-adoptivfamilj","36.33","http://www.familjeliv.se/forum/thread/27742952-hannas-adoptivfamilj/221#anchor-m2206"
"Familjeliv: Medlemstrådar – Almänna","181251821","Det är","ångestfyllda","mardrömslika dagar av väntan .","1107","0.61","Tråden fyller 1 år: Kristna se hit (5)","|Predicament:289.551|Ineffability:128.925|Adjusting:79.455|","62.71","2006-08-18 19:11:10","Jessica C S","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|obeslutsamhet:20.991|oregelbundenhet:19.473|kyrkbyggnad:18.051|","2006-10-02 23:45:29","http://www.familjeliv.se/forum/thread/10520177-traden-fyller-1-ar-kristna-se-hit-5","25.22","http://www.familjeliv.se/forum/thread/10520177-traden-fyller-1-ar-kristna-se-hit-5/59#anchor-m582"
"Familjeliv: Medlemstrådar – Almänna","181837162","Jag tycker också att det är","ångestfyllt",".","25062","0.52","Allvarligt talat, nu är det dags igen!!!!","|Body_decoration:344.757|Render_nonfunctional:151.86|Create_physical_artwork:133.025|","68.45","2008-02-11 14:50:18","Suri","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|ogenomskinlighet:49.417|fetthalt:38.126|utskärning:33.859|","2008-04-08 23:02:19","http://www.familjeliv.se/forum/thread/28709793-allvarligt-talat-nu-ar-det-dags-igen","21.68","http://www.familjeliv.se/forum/thread/28709793-allvarligt-talat-nu-ar-det-dags-igen/777#anchor-m7763"
"Familjeliv: Medlemstrådar – Almänna","182277570","Jag förstår att det måste ha varit fruktansvärt jobbigt och","ångestfyllt","att lämna Melker i kyrkan i sin lilla kista men jag kan inte förstå HUR jobbigt och ångestfyllt det var ...","93","0.36","Bara vi...Tråd nr 6.","|Predicament:231.824|Infecting:156.145|Biological_entity:96.59|","65.44","2009-06-06 12:11:21","Carro 73","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|saknad av utsträckning:210.27|trubbighet:175.002|glupskhet:32.542|","2009-08-17 15:35:56","http://www.familjeliv.se/forum/thread/44112535-bara-vitrad-nr-6","30.01","http://www.familjeliv.se/forum/thread/44112535-bara-vitrad-nr-6/5#anchor-m43"
"Familjeliv: Medlemstrådar – Almänna","182277588","Jag förstår att det måste ha varit fruktansvärt jobbigt och ångestfyllt att lämna Melker i kyrkan i sin lilla kista men jag kan inte förstå HUR jobbigt och","ångestfyllt","det var ...","93","0.36","Bara vi...Tråd nr 6.","|Predicament:231.824|Infecting:156.145|Biological_entity:96.59|","65.44","2009-06-06 12:11:21","Carro 73","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|saknad av utsträckning:210.27|trubbighet:175.002|glupskhet:32.542|","2009-08-17 15:35:56","http://www.familjeliv.se/forum/thread/44112535-bara-vitrad-nr-6","30.01","http://www.familjeliv.se/forum/thread/44112535-bara-vitrad-nr-6/5#anchor-m43"
"Familjeliv: Medlemstrådar – Almänna","182581896","Måste vara fruktansvärt","ångestfyllt","att ha svårt och andas och inte orka nånting .","1741","0.26","Var är ni alla ""nygamla"" mammor 35+ ???","|Predicament:554.972|Forgiveness:274.86|Rotting:135.008|","70.68","2008-06-26 21:16:34","Nufsan","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|frikännelse:87.597|luftrör:80.088|förlåtelse:58.222|","2008-07-07 10:05:54","http://www.familjeliv.se/forum/thread/31814860-var-ar-ni-alla-nygamla-mammor-35","26.67","http://www.familjeliv.se/forum/thread/31814860-var-ar-ni-alla-nygamla-mammor-35/155#anchor-m1544"
"Familjeliv: Medlemstrådar – Almänna","183582030","*","ångestfyllt","fniss *","21551","0.63","Vita hem del 6","|Planned_trajectory:93.375|Vocalizations:82.804|Being_operational:39.793|","75.81","2007-12-18 15:40:40","Lynn84","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|celibat:80.115|avslag:62.691|luktlöshet:57.229|","2008-02-06 23:03:23","http://www.familjeliv.se/forum/thread/26619556-vita-hem-del-6","20.88","http://www.familjeliv.se/forum/thread/26619556-vita-hem-del-6/1146#anchor-m11454"
"Familjeliv: Medlemstrådar – Almänna","184398300","Kan tyvärr inte ge dig något råd , blir det för mkt för mig brukar jag få utbrott , mindre kul men känns skönt efteråt eller snarare","ångestfyllt",".. = (","4117","0.47","Vi vuxna med ADHD/Asperger del 4","|Store:346.178|Emotions_by_stimulus:118.587|Dynamism:99.526|","170.48","2010-09-08 16:42:09","Aina83","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|handelsvara:32.818|efterblivenhet:28.548|annullering:28.324|","2012-06-08 22:29:51","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4","38.41","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4/256#anchor-m2560"
"Familjeliv: Medlemstrådar – Almänna","184445339","du blir inte galen , dt trodde jag med för jag har ett enormt kontrollbehov , du blir inte mer","ångestfylld","eller tokig .","4117","0.29","Vi vuxna med ADHD/Asperger del 4","|Communication_means:70.403|Predicament:66.962|Taking_time:45.25|","54.08","2010-10-31 18:32:45","Petrah","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|fyrdelning:38.455|oförnuft:27.441|tanklöshet:23.422|","2012-06-08 22:29:51","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4","26.39","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4/310#anchor-m3096"
"Familjeliv: Medlemstrådar – Almänna","184484506","och concertan gör mig","ångestfylld","nu efter 3 års tid , hur kan det vara så ? ?","4117","0.51","Vi vuxna med ADHD/Asperger del 4","|Rotting:86.51|Arranging:50.765|Intentionally_create:39.989|","53.82","2011-01-31 23:26:55","Petrah","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|trubbighet:805.348|oförnuft:48.577|okänslighet:41.73|","2012-06-08 22:29:51","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4","37.33","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4/402#anchor-m4013"
"Familjeliv: Medlemstrådar – Almänna","184630372","ibland vill man bara känna de där starka känslorna och lite ""","ångestfyllda","otrygga "" om ni förstår vad jag menar ? ?","4117","0.45","Vi vuxna med ADHD/Asperger del 4","|Ingest_substance:221.45|Rotting:86.51|Chaos:74.255|","49.26","2010-10-01 09:14:46","Petrah","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|känslighet:32.413|känsel:29.103|själviskhet:27.312|","2012-06-08 22:29:51","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4","29.04","http://www.familjeliv.se/forum/thread/51386531-vi-vuxna-med-adhdasperger-del-4/283#anchor-m2824"
"Familjeliv: Medlemstrådar – Almänna","185827400","Jag vågade efter ett par","ångestfyllda","veckor ställa mig på vågen för någon vecka sedan och blev faktistk positivt överaskad då jag trodde att den skulle visa en mycket högre siffra än vad den gjorde ( nog för att siffrorna som visades var höga ändå men iaf )","1036","0.46","Oändlighetens tjattertråd 3","|Chemical_potency:176.682|Bungling:105.101|Cause_to_make_noise:63.39|","81.91","2010-01-29 11:09:31","Småtokig","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|otacksamhet:62.027|ljudupprepning:39.351|hav:36.031|","2010-02-12 15:02:16","http://www.familjeliv.se/forum/thread/48777539-oandlighetens-tjattertrad-3","25.59","http://www.familjeliv.se/forum/thread/48777539-oandlighetens-tjattertrad-3/66#anchor-m653"
"Familjeliv: Medlemstrådar – Almänna","187942743","Samtidigt blir ju själva amningen rätt","ångestfylld","...","408","0.36","Vi som planerade att bli gravida i maj 2007 -del 13","|Providing_food:574.333|Fall_asleep:228.201|Being_awake:202.022|","65.99","2009-07-09 22:10:24","jakeline","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|otid:127.37|blindhet:76.114|uppvaktning:46.192|","2009-08-04 12:36:48","http://www.familjeliv.se/forum/thread/43692319-vi-som-planerade-att-bli-gravida-i-maj-2007-del-13","26.16","http://www.familjeliv.se/forum/thread/43692319-vi-som-planerade-att-bli-gravida-i-maj-2007-del-13/33#anchor-m326"
"Familjeliv: Medlemstrådar – Almänna","190209342","Fylleminne Nejdå , jag gnuggade hjälpligt bort den fabulösa autografen och Nils fick naturligtvis ett","ångestfyllt","samtal lite senare .","2247","0.88","La Traude","|Commerce_sell:38.449|Expensiveness:35.232|Discussion:20.425|","85.36","2008-08-08 14:49:32","MammaKulta","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|mytbildning:90.127|hämnd:37.036|friktion:32.624|","2008-08-23 23:25:42","http://www.familjeliv.se/forum/thread/32991802-la-traude","36.13","http://www.familjeliv.se/forum/thread/32991802-la-traude/194#anchor-m1939"
"Familjeliv: Medlemstrådar – Almänna","195139703","Men det är inte helt problemfritt och det har varit mycket","ångestfyllda","dagar med beslut som ska tas .","291","0.37","Vattengympagruppen5","|Predicament:226.1|Dispersal:71.895|Accompaniment:18.223|","61.83","2006-12-12 17:11:55","svesus","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|splittring:21.787|tilltal:16.103|hälsa:12.984|","2006-12-21 20:49:02","http://www.familjeliv.se/forum/thread/12738537-vattengympagruppen5","24.97","http://www.familjeliv.se/forum/thread/12738537-vattengympagruppen5/25#anchor-m249"
"Familjeliv: Medlemstrådar – Almänna","196004918","Jag fick vänta 10","ångestfyllda","dagar på ett nytt vul där man såg ett foster med hjärtverksamhet .","819","0.79","Vi som haft MF/MA - här fortstätter vi att stötta o peppa varandra (DEL 5)","|Encounter:154.246|Waiting:41.04|Run_risk:27.377|","60.25","2008-06-24 20:28:59","Ova","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|fruktbarhet:37.625|oregelbundenhet:31.38|surrogat:27.94|","2008-08-09 21:55:26","http://www.familjeliv.se/forum/thread/32766512-vi-som-haft-mfma-har-fortstatter-vi-att-stotta-o-peppa-varandra-del-5","31.13","http://www.familjeliv.se/forum/thread/32766512-vi-som-haft-mfma-har-fortstatter-vi-att-stotta-o-peppa-varandra-del-5/36#anchor-m351"
"Familjeliv: Medlemstrådar – Almänna","200527786","I början när jag var osäker och","ångestfylld","blev han faktiskt bara arg !","1308","0.37","Goda vänners tråd!","|Speak_on_topic:174.212|Perception_body:66.368|Planned_trajectory:44.974|","72.92","2009-05-21 14:15:23","Toppenloppan","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|grundlöshet:27.175|betalningsinställelse:25.011|oregelbundenhet:22.6|","2009-06-09 08:41:01","http://www.familjeliv.se/forum/thread/42242788-goda-vanners-trad","22.85","http://www.familjeliv.se/forum/thread/42242788-goda-vanners-trad/106#anchor-m1054"
"Familjeliv: Medlemstrådar – Almänna","201071299","Klamaj : Usch , jag lider med dig och jag vet hur","ångestfyllt","det är att inte kunna sova - och det drar med sig humörsvängningar deluxe ( been there , men inte i gravid tillstånd ) .","789","0.48","35+ som har fått eller väntar första barnet -08, del 3","|Reciprocality:215.176|Compensating:169.968|Giving_birth:91.847|","65.95","2008-02-24 19:47:09","maopa","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|blindhet:21.717|ogenomskinlighet:15.938|fetthalt:12.296|","2008-04-25 16:06:15","http://www.familjeliv.se/forum/thread/29189755-35-som-har-fatt-eller-vantar-forsta-barnet-08-del-3","32.96","http://www.familjeliv.se/forum/thread/29189755-35-som-har-fatt-eller-vantar-forsta-barnet-08-del-3/26#anchor-m256"
"Familjeliv: Medlemstrådar – Almänna","202508624","Sambon stöttar mej och försöker peppa mej och såklart gör Freja mej lycklig men ändå kan jag inte hjälpa att känna mej deppig och","ångestfylld",".","2617","0.37","Tjockismammor babblar vidare! Del 3","|Predicament:195.872|Manner_of_life:97.654|Supporting:77.461|","49.00","2009-06-18 21:35:10","Göteborgsbruden","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|betalningsinställelse:29.158|ljudupprepning:25.042|billighet:22.127|","2009-09-06 19:53:23","http://www.familjeliv.se/forum/thread/44598777-tjockismammor-babblar-vidare-del-3","41.83","http://www.familjeliv.se/forum/thread/44598777-tjockismammor-babblar-vidare-del-3/66#anchor-m651"
"Familjeliv: Medlemstrådar – Almänna","205260028","Med risk att bli utsatt för både spott och spe undrar jag faktiskt varför ni alla är så stressade och","ångestfyllda",".","1630","0.65","Basta Glamour Traden som dessutom ar PK(och lite AP)","|Cooking_creation:100.47|Activity_prepare:79.301|Becoming_attached:77.013|","76.75","2007-11-27 09:22:36","Disas mamma","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|saknad av utsträckning:290.578|fåfänga:38.967|sump:32.887|","2008-02-19 23:15:25","http://www.familjeliv.se/forum/thread/27063825-basta-glamour-traden-som-dessutom-ar-pkoch-lite-ap","27.90","http://www.familjeliv.se/forum/thread/27063825-basta-glamour-traden-som-dessutom-ar-pkoch-lite-ap/6#anchor-m60"
"Familjeliv: Medlemstrådar – Almänna","205612480","Samtidigt blir ju själva amningen rätt","ångestfylld","...","396","0.41","Här peppas det, del 6","|Providing_food:594.041|Mining:455.521|Fall_asleep:236.032|","70.46","2009-07-09 22:01:38","jakeline","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|blindhet:52.484|uppvaktning:47.777|okänslighet:42.139|","2009-07-14 20:08:36","http://www.familjeliv.se/forum/thread/43231212-har-peppas-det-del-6","23.89","http://www.familjeliv.se/forum/thread/43231212-har-peppas-det-del-6/36#anchor-m352"
"Familjeliv: Medlemstrådar – Almänna","205696499","Tandläkarskräck har jag dessutom , så varje besök är en","ångestfylld","pina !","1439","0.52","vi med många barn del 8","|Body_mark:228.044|Verdict:145.438|People_by_residence:124.974|","68.57","2010-02-10 09:53:40","Bumblebina","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|frikännelse:42.984|olja:28.494|frikallelse:26.977|","2011-04-19 10:43:40","http://www.familjeliv.se/forum/thread/49735310-vi-med-manga-barn-del-8","29.79","http://www.familjeliv.se/forum/thread/49735310-vi-med-manga-barn-del-8/69#anchor-m688"
"Familjeliv: Medlemstrådar – Almänna","205705399","Låter kanske skumt med det är betydligt lättare ifall man tänker "" Idag ska jag inte röka "" istället för "" Jag ska aldrig mer röka "" det sistnämnda blir för","ångestfyllt","tror jag .","321","0.40","För oss som röker!!","|Ingest_substance:435.848|Legality:107.355|Rewards_and_punishments:47.568|","70.19","2009-03-23 22:09:39","Anki 82","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|fördunstning:340.396|luktlöshet:38.274|aldrig:29.107|","2009-04-04 22:29:57","http://www.familjeliv.se/forum/thread/42465281-for-oss-som-roker","30.50","http://www.familjeliv.se/forum/thread/42465281-for-oss-som-roker/19#anchor-m184"
"Familjeliv: Medlemstrådar – Almänna","206253988","Sen kan det ju vara så att en man är så orolig och","ångestfylld","att kvinnan inte klarar en vaginal förlossning pga att hon i sin tur blir orolig för honom .","937","0.44","Feministmuffins och huligankaffe del 22","|Fairness_evaluation:63.769|Traversing:53.198|Emotion_directed:40.928|","48.22","2009-08-24 09:08:02","Yoko","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|utskärning:65.256|oordning:57.796|ombytlighet:56.276|","2009-08-24 13:27:30","http://www.familjeliv.se/forum/thread/44320755-feministmuffins-och-huligankaffe-del-22","28.76","http://www.familjeliv.se/forum/thread/44320755-feministmuffins-och-huligankaffe-del-22/93#anchor-m927"
"Familjeliv: Medlemstrådar – Almänna","212631022","ett tips till de som jobbar eller kommer jobba med diverse","ångestfyllda","( läs : rädda ) personer från anhörig .","61","0.65","Psykologer och psykologstuderande","|Attention:243.804|Encounter:119.885|People_by_disease:83.3|","54.08","2007-09-25 15:49:25","el skåpet","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|okroppslighet:46.946|organism:30.445|vederläggning:30.372|","2007-09-25 16:06:47","http://www.familjeliv.se/forum/thread/23304855-psykologer-och-psykologstuderande","57.54","http://www.familjeliv.se/forum/thread/23304855-psykologer-och-psykologstuderande/6#anchor-m58"
"Familjeliv: Medlemstrådar – Almänna","216054864","Har haft ett par pissiga dagar , inte jättemycket extraslag men kännt mig orolig ,","ångestfylld",", ledsen , irriterad mm mm .","211","0.54","Fortsättningstråd för oss med mycket extraslag del 10","|Change_position_on_a_scale_fluctuation:128.899|Temporary_leave:54.099|Inspecting:36.457|","62.78","2009-10-04 12:01:50","LiBä007","Medlemstrådar > Allmänna: Blandat","http://www.familjeliv.se/forum/11/241","|elasticitet:26.664|nödsignal:20.437|ledighet:18.929|","2009-10-28 14:34:30","http://www.familjeliv.se/forum/thread/45950951-fortsattningstrad-for-oss-med-mycket-extraslag-del-10","27.90","http://www.familjeliv.se/forum/thread/45950951-fortsattningstrad-for-oss-med-mycket-extraslag-del-10/16#anchor-m155"
